PetID,PetType,Breed,Color,Size,Gender,pet_details,pet_characteristics
1310,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1311,Cat,Persian,Black,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs, is a quiet companion","medium build, long silky fur, flat face, short legs"
1312,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1313,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1314,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1315,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, has twitching nose, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
1316,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
1317,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1318,Cat,Persian,White,Medium,Male,"calm, sweet, quiet, affectionate, dignified, gentle, has striking eyes, loves to explore small spaces","medium build, long silky fur, flat face, short legs"
1319,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things, is active in the mornings and evenings","medium small body, soft fur, long ears, strong hind legs, herbivore"
1320,Cat,Persian,Gray,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted, has soft fur","medium build, long silky fur, flat face, short legs"
1321,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, is always grooming, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1322,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
1323,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1324,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1325,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1326,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1327,Rabbit,Rabbit,black,Small,Female,"gentle, quiet, social, timid, active, curious, is active in the mornings and evenings, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1328,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
1329,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1330,Cat,Persian,Gray,Large,Female,"calm, sweet, quiet, affectionate, dignified, gentle, is a great mouser","medium build, long silky fur, flat face, short legs"
1331,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, mimics sounds","small lightweight body, two feet, wings, feathers, curved beak"
1332,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1333,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1334,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1335,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders, is quite intelligent","small lightweight body, two feet, wings, feathers, curved beak"
1336,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things","medium small body, soft fur, long ears, strong hind legs, herbivore"
1337,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, is very curious about new things, enjoys munching on hay","medium small body, soft fur, long ears, strong hind legs, herbivore"
1338,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has vibrant feathers","small lightweight body, two feet, wings, feathers, curved beak"
1339,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1340,Rabbit,Rabbit,white,Medium,Female,"gentle, quiet, social, timid, active, curious, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1341,Bird,Parakeet,green,Medium,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1342,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1343,Bird,Parakeet,green,Small,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak, is a social companion","small lightweight body, two feet, wings, feathers, curved beak"
1344,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1345,Cat,Persian,White,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is very vocal with purrs","medium build, long silky fur, flat face, short legs"
1346,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1347,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, loves to sing cheerful tunes, loves to play with toys","small lightweight body, two feet, wings, feathers, curved beak"
1348,Rabbit,Rabbit,white,Small,Female,"gentle, quiet, social, timid, active, curious, loves to dig, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1349,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, loves fresh fruit","small lightweight body, two feet, wings, feathers, curved beak"
1350,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, is litter box trained, enjoys being held gently","medium small body, soft fur, long ears, strong hind legs, herbivore"
1351,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, is quite agile","medium small body, soft fur, long ears, strong hind legs, herbivore"
1352,Bird,Parakeet,green,Large,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1353,Rabbit,Rabbit,white,Medium,Male,"gentle, quiet, social, timid, active, curious, enjoys munching on hay, is a gentle companion","medium small body, soft fur, long ears, strong hind legs, herbivore"
1354,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, enjoys perching on shoulders","small lightweight body, two feet, wings, feathers, curved beak"
1355,Rabbit,Rabbit,black,Large,Male,"gentle, quiet, social, timid, active, curious, loves to binky, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1356,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1357,Rabbit,Rabbit,white,Large,Female,"gentle, quiet, social, timid, active, curious, loves to dig","medium small body, soft fur, long ears, strong hind legs, herbivore"
1358,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1359,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, has a strong beak","small lightweight body, two feet, wings, feathers, curved beak"
1360,Cat,Persian,Gray,Large,Male,"calm, sweet, quiet, affectionate, dignified, gentle, is a bit mischievous","medium build, long silky fur, flat face, short legs"
1361,Rabbit,Rabbit,white,Large,Male,"gentle, quiet, social, timid, active, curious, is quite agile, is litter box trained","medium small body, soft fur, long ears, strong hind legs, herbivore"
1362,Bird,Parakeet,green,Large,Female,"vocal, active, colorful, intelligent, playful, social, flying, enjoys flying around the room, is very active in its cage","small lightweight body, two feet, wings, feathers, curved beak"
1363,Cat,Persian,Orange,Small,Female,"calm, sweet, quiet, affectionate, dignified, gentle, has striking eyes","medium build, long silky fur, flat face, short legs"
1364,Bird,Parakeet,green,Small,Male,"vocal, active, colorful, intelligent, playful, social, flying, is a social companion, is a chatterbox","small lightweight body, two feet, wings, feathers, curved beak"
1365,Cat,Persian,Gray,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, enjoys being petted","medium build, long silky fur, flat face, short legs"
1366,Rabbit,Rabbit,black,Large,Female,"gentle, quiet, social, timid, active, curious, loves fresh vegetables, has twitching nose","medium small body, soft fur, long ears, strong hind legs, herbivore"
1367,Rabbit,Rabbit,black,Medium,Male,"gentle, quiet, social, timid, active, curious, has soft, fluffy fur","medium small body, soft fur, long ears, strong hind legs, herbivore"
1368,Rabbit,Rabbit,black,Small,Male,"gentle, quiet, social, timid, active, curious, loves to binky","medium small body, soft fur, long ears, strong hind legs, herbivore"
1369,Rabbit,Rabbit,white,Small,Male,"gentle, quiet, social, timid, active, curious, prefers quiet environments, is always grooming","medium small body, soft fur, long ears, strong hind legs, herbivore"
1370,Cat,Persian,White,Medium,Female,"calm, sweet, quiet, affectionate, dignified, gentle, loves to play with string, is very independent","medium build, long silky fur, flat face, short legs"
1371,Bird,Parakeet,green,Medium,Male,"vocal, active, colorful, intelligent, playful, social, flying, is quite intelligent, loves to sing cheerful tunes","small lightweight body, two feet, wings, feathers, curved beak"
